Gene	Class
Myog	DistalIntergenic
Myt1l	DistalIntergenic
Mzt1	DistalIntergenic
N6amt1	DistalIntergenic
Nab1	DistalIntergenic
Nabp1	DistalIntergenic
Nampt	DistalIntergenic
Nanos1	DistalIntergenic
Nap1l1	DistalIntergenic
Nav3	DistalIntergenic
Ncam2	DistalIntergenic
Ncf4	DistalIntergenic
Nck2	DistalIntergenic
Nckap1	DistalIntergenic
Nckap5	DistalIntergenic
Ncoa1	DistalIntergenic
Ncoa2	DistalIntergenic
Ncs1	DistalIntergenic
Ndfip1	DistalIntergenic
Ndfip2	DistalIntergenic
Ndst1	DistalIntergenic
Ndufa10	DistalIntergenic
Ndufa4l2	DistalIntergenic
Ndufa8	DistalIntergenic
Ndufb3	DistalIntergenic
Ndufb4	DistalIntergenic
Nebl	DistalIntergenic
Nectin3	DistalIntergenic
Nedd1	DistalIntergenic
Nedd4l	DistalIntergenic
Nefl	DistalIntergenic
Nefm	DistalIntergenic
Nek2	DistalIntergenic
Nek6	DistalIntergenic
Nell2	DistalIntergenic
Nemf	DistalIntergenic
Nepro	DistalIntergenic
Neto1	DistalIntergenic
Neu2	DistalIntergenic
Neurl1b	DistalIntergenic
Neurod2	DistalIntergenic
Neurog1	DistalIntergenic
Nfatc1	DistalIntergenic
Nfe2l2	DistalIntergenic
Nfil3	DistalIntergenic
Nfkbia	DistalIntergenic
Nfkbiz	DistalIntergenic
Nhlrc2	DistalIntergenic
Nid1	DistalIntergenic
Nid2	DistalIntergenic
Nifk	DistalIntergenic
Nin	DistalIntergenic
Nipal2	DistalIntergenic
Nkain2	DistalIntergenic
Nkx3-1	DistalIntergenic
Nln	DistalIntergenic
Nlrp1c-ps	DistalIntergenic
Nlrp4f	DistalIntergenic
Nmbr	DistalIntergenic
Nme8	DistalIntergenic
Nmnat2	DistalIntergenic
Nms	DistalIntergenic
Nmt2	DistalIntergenic
Nmur1	DistalIntergenic
Nmur2	DistalIntergenic
Nog	DistalIntergenic
Nol4	DistalIntergenic
Nostrin	DistalIntergenic
Notch1	DistalIntergenic
Nova1	DistalIntergenic
Nox3	DistalIntergenic
Npas4	DistalIntergenic
Npbwr1	DistalIntergenic
Npl	DistalIntergenic
Nppc	DistalIntergenic
Npr3	DistalIntergenic
Nptx1	DistalIntergenic
Npy4r	DistalIntergenic
Nr3c1	DistalIntergenic
Nr4a1	DistalIntergenic
Nr4a2	DistalIntergenic
Nr5a2	DistalIntergenic
Nrcam	DistalIntergenic
Nrde2	DistalIntergenic
Nrep	DistalIntergenic
Nrg3os	DistalIntergenic
Nrip1	DistalIntergenic
Nrn1	DistalIntergenic
Nrp2	DistalIntergenic
Nrsn1	DistalIntergenic
Nrxn1	DistalIntergenic
Nrxn3	DistalIntergenic
Nsd1	DistalIntergenic
Nsun3	DistalIntergenic
Nt5c1b	DistalIntergenic
Nuak1	DistalIntergenic
Nucks1	DistalIntergenic
Nudt12os	DistalIntergenic
Nudt4	DistalIntergenic
Nuf2	DistalIntergenic
Nufip1	DistalIntergenic
Numb	DistalIntergenic
Nup160	DistalIntergenic
Nup35	DistalIntergenic
Nyap2	DistalIntergenic
Odc1	DistalIntergenic
Odf1	DistalIntergenic
Ofcc1	DistalIntergenic
Ogfrl1	DistalIntergenic
Olfm1	DistalIntergenic
Olfm4	DistalIntergenic
Olfml2b	DistalIntergenic
Olfr1109	DistalIntergenic
Olfr1414	DistalIntergenic
Olfr1423	DistalIntergenic
Olfr1440	DistalIntergenic
Olfr1505	DistalIntergenic
Olfr16	DistalIntergenic
Olfr186	DistalIntergenic
Olfr222	DistalIntergenic
Olfr48	DistalIntergenic
Olfr76	DistalIntergenic
Olfr987	DistalIntergenic
Olig2	DistalIntergenic
Olig3	DistalIntergenic
Opa1	DistalIntergenic
Oprm1	DistalIntergenic
Optc	DistalIntergenic
Optn	DistalIntergenic
Osbpl11	DistalIntergenic
Osbpl8	DistalIntergenic
Osmr	DistalIntergenic
Osr1	DistalIntergenic
Ostf1	DistalIntergenic
Otos	DistalIntergenic
Otud1	DistalIntergenic
Otx2	DistalIntergenic
Oxct1	DistalIntergenic
Oxr1	DistalIntergenic
P2rx5	DistalIntergenic
P4ha1	DistalIntergenic
P4ha2	DistalIntergenic
Pabpc1	DistalIntergenic
Pabpc2	DistalIntergenic
Pabpc6	DistalIntergenic
Pald1	DistalIntergenic
Pank3	DistalIntergenic
Pantr1	DistalIntergenic
Papola	DistalIntergenic
Pard3b	DistalIntergenic
Pard6g	DistalIntergenic
Parp1	DistalIntergenic
Parp8	DistalIntergenic
Parvb	DistalIntergenic
Parvg	DistalIntergenic
Pax2	DistalIntergenic
Pax3	DistalIntergenic
Pbx1	DistalIntergenic
Pcdh1	DistalIntergenic
Pcdh15	DistalIntergenic
Pcdh20	DistalIntergenic
Pcdh8	DistalIntergenic
Pcdh9	DistalIntergenic
Pced1b	DistalIntergenic
Pcgf5	DistalIntergenic
Pcmtd1	DistalIntergenic
Pcnx	DistalIntergenic
Pcp4	DistalIntergenic
Pcsk5	DistalIntergenic
Pctp	DistalIntergenic
Pdcd1	DistalIntergenic
Pdcl3	DistalIntergenic
Pde10a	DistalIntergenic
Pde1a	DistalIntergenic
Pde4d	DistalIntergenic
Pde7b	DistalIntergenic
Pde9a	DistalIntergenic
Pdhb	DistalIntergenic
Pdhx	DistalIntergenic
Pdia6	DistalIntergenic
Pdk1	DistalIntergenic
Pdzd2	DistalIntergenic
Pdzph1	DistalIntergenic
Pdzrn4	DistalIntergenic
Peli1	DistalIntergenic
Peli2	DistalIntergenic
Pelp1	DistalIntergenic
Pemt	DistalIntergenic
Perp	DistalIntergenic
Pex3	DistalIntergenic
Pfkp	DistalIntergenic
Pgap1	DistalIntergenic
Pgf	DistalIntergenic
Pgm5	DistalIntergenic
Phactr1	DistalIntergenic
Phf21b	DistalIntergenic
Phf3	DistalIntergenic
Phlda1	DistalIntergenic
Phlda3	DistalIntergenic
Pi15	DistalIntergenic
Pid1	DistalIntergenic
Piezo2	DistalIntergenic
Pigm	DistalIntergenic
Pih1d3	DistalIntergenic
Pik3ap1	DistalIntergenic
Pik3c2b	DistalIntergenic
Pik3c3	DistalIntergenic
Pik3cg	DistalIntergenic
Pik3r1	DistalIntergenic
Pim1	DistalIntergenic
Pinc	DistalIntergenic
Pipox	DistalIntergenic
Pirt	DistalIntergenic
Pitrm1	DistalIntergenic
Pja2	DistalIntergenic
Pkdcc	DistalIntergenic
Pkhd1	DistalIntergenic
Pkp1	DistalIntergenic
Pla2g12b	DistalIntergenic
Pla2g3	DistalIntergenic
Pla2g4a	DistalIntergenic
Plaat1	DistalIntergenic
Platr14	DistalIntergenic
Platr26	DistalIntergenic
Platr5	DistalIntergenic
Plau	DistalIntergenic
Plce1	DistalIntergenic
Plcl1	DistalIntergenic
Plcl2	DistalIntergenic
Pld5	DistalIntergenic
Plek2	DistalIntergenic
Plekhb2	DistalIntergenic
Plekhd1	DistalIntergenic
Plekhs1	DistalIntergenic
Plg	DistalIntergenic
Plk2	DistalIntergenic
Plxdc2	DistalIntergenic
Plxna2	DistalIntergenic
Plxnc1	DistalIntergenic
Pmaip1	DistalIntergenic
Pmch	DistalIntergenic
Pmp22	DistalIntergenic
Pnliprp2	DistalIntergenic
Pnma2	DistalIntergenic
Pnoc	DistalIntergenic
Pnpla3	DistalIntergenic
Poc1b	DistalIntergenic
Poc5	DistalIntergenic
Pofut2	DistalIntergenic
Poll	DistalIntergenic
Polm	DistalIntergenic
Polrmt	DistalIntergenic
Pom121l12	DistalIntergenic
Pom121l2	DistalIntergenic
Pou1f1	DistalIntergenic
Pou2f1	DistalIntergenic
Pou5f1-rs6	DistalIntergenic
Pou6f1	DistalIntergenic
Pou6f2	DistalIntergenic
Ppfia2	DistalIntergenic
Ppic	DistalIntergenic
Ppm1a	DistalIntergenic
Ppm1b	DistalIntergenic
Ppm1f	DistalIntergenic
Ppm1h	DistalIntergenic
Ppp1r12a	DistalIntergenic
Ppp1r14c	DistalIntergenic
Ppp1r1c	DistalIntergenic
Ppp1r2-ps3	DistalIntergenic
Ppp1r26	DistalIntergenic
Ppp1r3g	DistalIntergenic
Ppp2r2a	DistalIntergenic
Ppp2r5c	DistalIntergenic
Ppp2r5e	DistalIntergenic
Ppp4r4	DistalIntergenic
Prdm11	DistalIntergenic
Prdx6	DistalIntergenic
Prdx6b	DistalIntergenic
Prelid2	DistalIntergenic
Prelp	DistalIntergenic
Prep	DistalIntergenic
Prickle1	DistalIntergenic
Prim2	DistalIntergenic
Prima1	DistalIntergenic
Prkcq	DistalIntergenic
Prkd1	DistalIntergenic
Prkg1	DistalIntergenic
Prlhr	DistalIntergenic
Prlr	DistalIntergenic
Proc	DistalIntergenic
Pros1	DistalIntergenic
Prox1	DistalIntergenic
Prr16	DistalIntergenic
Prr30	DistalIntergenic
Prr5	DistalIntergenic
Prrc1	DistalIntergenic
Prrc2b	DistalIntergenic
Prrc2c	DistalIntergenic
Prrx1	DistalIntergenic
Prss16	DistalIntergenic
Prune2	DistalIntergenic
Psap	DistalIntergenic
Psat1	DistalIntergenic
Psd2	DistalIntergenic
Psma3	DistalIntergenic
Psmc1	DistalIntergenic
Psmd14	DistalIntergenic
Psmd5	DistalIntergenic
Psme4	DistalIntergenic
Psmg4	DistalIntergenic
Ptcd2	DistalIntergenic
Ptchd3	DistalIntergenic
Pten	DistalIntergenic
Pter	DistalIntergenic
Ptger4	DistalIntergenic
Ptgs1	DistalIntergenic
Pth2r	DistalIntergenic
Ptk2	DistalIntergenic
Ptma	DistalIntergenic
Ptpn2	DistalIntergenic
Ptprg	DistalIntergenic
Ptprk	DistalIntergenic
Ptprm	DistalIntergenic
Ptprq	DistalIntergenic
Ptprr	DistalIntergenic
Ptprs	DistalIntergenic
Pudp	DistalIntergenic
Pum2	DistalIntergenic
Pum3	DistalIntergenic
Pura	DistalIntergenic
Pus7l	DistalIntergenic
Pvt1	DistalIntergenic
Pxdc1	DistalIntergenic
Pygl	DistalIntergenic
Qk	DistalIntergenic
Qpct	DistalIntergenic
Rab11fip2	DistalIntergenic
Rab12	DistalIntergenic
Rab17	DistalIntergenic
Rab18	DistalIntergenic
Rab27b	DistalIntergenic
Rab29	DistalIntergenic
Rab32	DistalIntergenic
Rab3c	DistalIntergenic
Rab3gap2	DistalIntergenic
Rabl2	DistalIntergenic
Rack1	DistalIntergenic
Rad51ap2	DistalIntergenic
Rai1	DistalIntergenic
Ralbp1	DistalIntergenic
Ralgps1	DistalIntergenic
Ranbp3l	DistalIntergenic
Ranbp9	DistalIntergenic
Rap2a	DistalIntergenic
Rapgef1	DistalIntergenic
Rapgef4	DistalIntergenic
Rapgef5	DistalIntergenic
Raph1	DistalIntergenic
Rapsn	DistalIntergenic
Rarb	DistalIntergenic
Rasa1	DistalIntergenic
Rassf9	DistalIntergenic
Rax	DistalIntergenic
Rb1cc1	DistalIntergenic
Rbbp8	DistalIntergenic
Rbfox1	DistalIntergenic
Rbfox2	DistalIntergenic
Rbm11	DistalIntergenic
Rbm24	DistalIntergenic
Rbm26	DistalIntergenic
Rbm27	DistalIntergenic
Rbm43	DistalIntergenic
Rbx1	DistalIntergenic
Rc3h1	DistalIntergenic
Rcn1	DistalIntergenic
Rd3	DistalIntergenic
Rdh10	DistalIntergenic
Rdm1	DistalIntergenic
Redrum	DistalIntergenic
Reep2	DistalIntergenic
Ren2	DistalIntergenic
Resp18	DistalIntergenic
Rflnb	DistalIntergenic
Rfx3	DistalIntergenic
Rgmb	DistalIntergenic
Rgs1	DistalIntergenic
Rgs13	DistalIntergenic
Rgs17	DistalIntergenic
Rgs18	DistalIntergenic
Rgs2	DistalIntergenic
Rgs21	DistalIntergenic
Rgs4	DistalIntergenic
Rgs5	DistalIntergenic
Rgs6	DistalIntergenic
Rgs8	DistalIntergenic
Rgs9	DistalIntergenic
Rhbdd1	DistalIntergenic
Rhob	DistalIntergenic
Rhobtb1	DistalIntergenic
Rhoj	DistalIntergenic
Rhpn1	DistalIntergenic
Ripor2	DistalIntergenic
Rit2	DistalIntergenic
Rmdn2	DistalIntergenic
Rmi1	DistalIntergenic
Rnase12	DistalIntergenic
Rnaseh2b	DistalIntergenic
Rnaset2b	DistalIntergenic
Rnf144b	DistalIntergenic
Rnf165	DistalIntergenic
Rnf2	DistalIntergenic
Rnf217	DistalIntergenic
Rnft1	DistalIntergenic
Rnu3a	DistalIntergenic
Robo1	DistalIntergenic
Robo2	DistalIntergenic
Ropn1	DistalIntergenic
Ropn1l	DistalIntergenic
Ror2	DistalIntergenic
Rorb	DistalIntergenic
Rpa1	DistalIntergenic
Rpap3	DistalIntergenic
Rpl10l	DistalIntergenic
Rpl17	DistalIntergenic
Rpl37a	DistalIntergenic
Rpl38	DistalIntergenic
Rpp40	DistalIntergenic
Rprm	DistalIntergenic
Rprml	DistalIntergenic
Rps10	DistalIntergenic
Rps14	DistalIntergenic
Rps23	DistalIntergenic
Rps24	DistalIntergenic
Rps29	DistalIntergenic
Rps6ka2	DistalIntergenic
Rps6kc1	DistalIntergenic
Rps6kl1	DistalIntergenic
Rrm2	DistalIntergenic
Rrp1	DistalIntergenic
Rrp15	DistalIntergenic
Rrs1	DistalIntergenic
Rsph1	DistalIntergenic
Rspo2	DistalIntergenic
Rtl6	DistalIntergenic
Rtn4rl2	DistalIntergenic
Rtp1	DistalIntergenic
Rtp2	DistalIntergenic
Rtp4	DistalIntergenic
Rufy1	DistalIntergenic
Runx1	DistalIntergenic
Rxrg	DistalIntergenic
Ryr3	DistalIntergenic
S1pr3	DistalIntergenic
Sall3	DistalIntergenic
Samd3	DistalIntergenic
Samd5	DistalIntergenic
Sap130	DistalIntergenic
Sash1	DistalIntergenic
Satb1	DistalIntergenic
Satb2	DistalIntergenic
Scaf11	DistalIntergenic
Scaf4	DistalIntergenic
Scamp1	DistalIntergenic
Scara3	DistalIntergenic
Sccpdh	DistalIntergenic
Scd2	DistalIntergenic
Scd4	DistalIntergenic
Scg2	DistalIntergenic
Scgb3a2	DistalIntergenic
Scgn	DistalIntergenic
Scimp	DistalIntergenic
Scube1	DistalIntergenic
Scube3	DistalIntergenic
Sdc1	DistalIntergenic
Sdk2	DistalIntergenic
Sdr39u1	DistalIntergenic
Sdr9c7	DistalIntergenic
Sec14l1	DistalIntergenic
Sec14l4	DistalIntergenic
Sec16b	DistalIntergenic
Sec23a	DistalIntergenic
Sec61g	DistalIntergenic
Sectm1a	DistalIntergenic
Sel1l	DistalIntergenic
Selenok	DistalIntergenic
Sema4d	DistalIntergenic
Sept9	DistalIntergenic
Serinc5	DistalIntergenic
Serp2	DistalIntergenic
Serpina3f	DistalIntergenic
Serpina3n	DistalIntergenic
Serpina4-ps1	DistalIntergenic
Serpinb13	DistalIntergenic
Serpinb5	DistalIntergenic
Serpinb8	DistalIntergenic
Serpine2	DistalIntergenic
Serpine3	DistalIntergenic
Sertad2	DistalIntergenic
Sertad4	DistalIntergenic
Sestd1	DistalIntergenic
Setbp1	DistalIntergenic
Setd3	DistalIntergenic
Setd4	DistalIntergenic
Sf3b1	DistalIntergenic
Sf3b5	DistalIntergenic
Sfta2	DistalIntergenic
Sfxn3	DistalIntergenic
Sgcd	DistalIntergenic
Sgk1	DistalIntergenic
Sgms1	DistalIntergenic
Sgpp1	DistalIntergenic
Sh2d4b	DistalIntergenic
Sh3bp4	DistalIntergenic
Sh3rf2	DistalIntergenic
Sh3rf3	DistalIntergenic
Sh3tc2	DistalIntergenic
Shc3	DistalIntergenic
Shisa9	DistalIntergenic
Shisal1	DistalIntergenic
Siah3	DistalIntergenic
Siglec15	DistalIntergenic
Sik1	DistalIntergenic
Sil1	DistalIntergenic
Sim2	DistalIntergenic
Sipa1l1	DistalIntergenic
Six2	DistalIntergenic
Six3	DistalIntergenic
Skor2	DistalIntergenic
Sla	DistalIntergenic
Slain1os	DistalIntergenic
Slc11a2	DistalIntergenic
Slc12a2	DistalIntergenic
Slc14a2	DistalIntergenic
Slc16a10	DistalIntergenic
Slc16a12	DistalIntergenic
Slc16a7	DistalIntergenic
Slc19a2	DistalIntergenic
Slc1a1	DistalIntergenic
Slc1a2	DistalIntergenic
Slc1a3	DistalIntergenic
Slc1a4	DistalIntergenic
Slc22a12	DistalIntergenic
Slc22a16	DistalIntergenic
Slc22a23	DistalIntergenic
Slc22a29	DistalIntergenic
Slc22a8	DistalIntergenic
Slc24a4	DistalIntergenic
Slc25a12	DistalIntergenic
Slc25a25	DistalIntergenic
Slc26a4	DistalIntergenic
Slc26a9	DistalIntergenic
Slc27a6	DistalIntergenic
Slc28a3	DistalIntergenic
Slc2a13	DistalIntergenic
Slc30a8	DistalIntergenic
Slc35b3	DistalIntergenic
Slc35f4	DistalIntergenic
Slc35f5	DistalIntergenic
Slc38a1	DistalIntergenic
Slc38a2	DistalIntergenic
Slc38a4	DistalIntergenic
Slc39a10	DistalIntergenic
Slc39a12	DistalIntergenic
Slc40a1	DistalIntergenic
Slc41a2	DistalIntergenic
Slc4a10	DistalIntergenic
Slc4a3	DistalIntergenic
Slc4a7	DistalIntergenic
Slc4a8	DistalIntergenic
Slc6a15	DistalIntergenic
Slc8a1	DistalIntergenic
Slco6d1	DistalIntergenic
Slf2	DistalIntergenic
Slfn14	DistalIntergenic
Slit1	DistalIntergenic
Slit3	DistalIntergenic
Slitrk1	DistalIntergenic
Slitrk5	DistalIntergenic
Slitrk6	DistalIntergenic
Slk	DistalIntergenic
Smad2	DistalIntergenic
Smad5	DistalIntergenic
Smap1	DistalIntergenic
Smarca2	DistalIntergenic
Smc3	DistalIntergenic
Smc5	DistalIntergenic
Smim15	DistalIntergenic
Smim23	DistalIntergenic
Smim41	DistalIntergenic
Smndc1	DistalIntergenic
Smoc2	DistalIntergenic
Smpd4	DistalIntergenic
Smpdl3a	DistalIntergenic
Smyd2	DistalIntergenic
Snhg20	DistalIntergenic
Snora31	DistalIntergenic
Snora33	DistalIntergenic
Snora34	DistalIntergenic
Snord11	DistalIntergenic
Sntb1	DistalIntergenic
Sntg1	DistalIntergenic
Sntg2	DistalIntergenic
Snx2	DistalIntergenic
Snx6	DistalIntergenic
Socs3	DistalIntergenic
Socs5	DistalIntergenic
Socs6	DistalIntergenic
Sod1	DistalIntergenic
Sorbs1	DistalIntergenic
Sorcs1	DistalIntergenic
Sorcs3	DistalIntergenic
Sowaha	DistalIntergenic
Sox11	DistalIntergenic
Sox13	DistalIntergenic
Sox17	DistalIntergenic
Sox4	DistalIntergenic
Sox7	DistalIntergenic
Sp3	DistalIntergenic
Sp3os	DistalIntergenic
Sp5	DistalIntergenic
Sp8	DistalIntergenic
Spaca3	DistalIntergenic
Spaca6	DistalIntergenic
Spag9	DistalIntergenic
Spanxn4	DistalIntergenic
Spata13	DistalIntergenic
Spata3	DistalIntergenic
Spata7	DistalIntergenic
Spats1	DistalIntergenic
Spats2l	DistalIntergenic
Spdl1	DistalIntergenic
Speer2	DistalIntergenic
Sphkap	DistalIntergenic
Spidr	DistalIntergenic
Spin1	DistalIntergenic
Spn-ps	DistalIntergenic
Spred2	DistalIntergenic
Spry2	DistalIntergenic
Sptb	DistalIntergenic
Spz1	DistalIntergenic
Srbd1	DistalIntergenic
Srek1	DistalIntergenic
Srfbp1	DistalIntergenic
Srsf3	DistalIntergenic
Ss18	DistalIntergenic
Ssbp2	DistalIntergenic
St18	DistalIntergenic
St3gal1	DistalIntergenic
St6gal2	DistalIntergenic
St6galnac4	DistalIntergenic
St8sia3	DistalIntergenic
St8sia3os	DistalIntergenic
St8sia5	DistalIntergenic
Stam2	DistalIntergenic
Stard4	DistalIntergenic
Stat3	DistalIntergenic
Stc1	DistalIntergenic
Stk3	DistalIntergenic
Stk39	DistalIntergenic
Stmn4	DistalIntergenic
Stmnd1	DistalIntergenic
Stox1	DistalIntergenic
Strbp	DistalIntergenic
Stum	DistalIntergenic
Stxbp1	DistalIntergenic
Stxbp5l	DistalIntergenic
Stxbp6	DistalIntergenic
Sub1	DistalIntergenic
Sucla2	DistalIntergenic
Suco	DistalIntergenic
Sufu	DistalIntergenic
Sult3a2	DistalIntergenic
Sv2c	DistalIntergenic
Syk	DistalIntergenic
Syne2	DistalIntergenic
Synj2	DistalIntergenic
Syt1	DistalIntergenic
Syt10	DistalIntergenic
Syt12	DistalIntergenic
Syt13	DistalIntergenic
Syt14	DistalIntergenic
Syt4	DistalIntergenic
T	DistalIntergenic
Tab2	DistalIntergenic
Tafa2	DistalIntergenic
Tafa5	DistalIntergenic
Tanc1	DistalIntergenic
Tanc2	DistalIntergenic
Tank	DistalIntergenic
Taok1	DistalIntergenic
Tars	DistalIntergenic
Tas2r119	DistalIntergenic
Tas2r134	DistalIntergenic
Tbc1d22a	DistalIntergenic
Tbc1d31	DistalIntergenic
Tbc1d4	DistalIntergenic
Tbc1d5	DistalIntergenic
Tbc1d8	DistalIntergenic
Tbc1d9b	DistalIntergenic
Tbr1	DistalIntergenic
Tbx4	DistalIntergenic
Tcf21	DistalIntergenic
Tcf4	DistalIntergenic
Tcf7	DistalIntergenic
Tcf7l2	DistalIntergenic
Tcl1	DistalIntergenic
Tcn2	DistalIntergenic
Tcp11l2	DistalIntergenic
Tdrd3	DistalIntergenic
Tekt3	DistalIntergenic
Tenm2	DistalIntergenic
Tent2	DistalIntergenic
Tent4a	DistalIntergenic
Tex44	DistalIntergenic
Tfap2d	DistalIntergenic
Thbs2	DistalIntergenic
Theg	DistalIntergenic
Them7	DistalIntergenic
Thoc3	DistalIntergenic
Thra	DistalIntergenic
Thrb	DistalIntergenic
Thsd7b	DistalIntergenic
Thumpd2	DistalIntergenic
Tiam1	DistalIntergenic
Timm8a1	DistalIntergenic
Tle4	DistalIntergenic
Tlk1	DistalIntergenic
Tlr5	DistalIntergenic
Tm4sf20	DistalIntergenic
Tm9sf3	DistalIntergenic
Tmeff2	DistalIntergenic
Tmem100	DistalIntergenic
Tmem114	DistalIntergenic
Tmem131	DistalIntergenic
Tmem132e	DistalIntergenic
Tmem161b	DistalIntergenic
Tmem167	DistalIntergenic
Tmem17	DistalIntergenic
Tmem170b	DistalIntergenic
Tmem173	DistalIntergenic
Tmem174	DistalIntergenic
Tmem177	DistalIntergenic
Tmem178	DistalIntergenic
Tmem179	DistalIntergenic
Tmem18	DistalIntergenic
Tmem182	DistalIntergenic
Tmem196	DistalIntergenic
Tmem200a	DistalIntergenic
Tmem200c	DistalIntergenic
Tmem207	DistalIntergenic
Tmem232	DistalIntergenic
Tmem238l	DistalIntergenic
Tmem252	DistalIntergenic
Tmem26	DistalIntergenic
Tmem260	DistalIntergenic
Tmem30b	DistalIntergenic
Tmem65	DistalIntergenic
Tmem74	DistalIntergenic
Tmem94	DistalIntergenic
Tmpo	DistalIntergenic
Tmprss15	DistalIntergenic
Tmtc2	DistalIntergenic
Tmx1	DistalIntergenic
Tnfaip3	DistalIntergenic
Tnfrsf11a	DistalIntergenic
Tnfrsf21	DistalIntergenic
Tnfsf18	DistalIntergenic
Tnfsf4	DistalIntergenic
Tnk2	DistalIntergenic
Tnpo1	DistalIntergenic
Tns3	DistalIntergenic
Tns4	DistalIntergenic
Tob1	DistalIntergenic
Top1mt	DistalIntergenic
Tpo	DistalIntergenic
Tprg	DistalIntergenic
Traf3	DistalIntergenic
Trappc9	DistalIntergenic
Trdmt1	DistalIntergenic
Trem2	DistalIntergenic
Treml4	DistalIntergenic
Trerf1	DistalIntergenic
Trhde	DistalIntergenic
Trib1	DistalIntergenic
Trib2	DistalIntergenic
Trim36	DistalIntergenic
Trim52	DistalIntergenic
Trim7	DistalIntergenic
Trim9	DistalIntergenic
Trio	DistalIntergenic
Trmt11	DistalIntergenic
Trp53bp2	DistalIntergenic
Trp53i11	DistalIntergenic
Trp63	DistalIntergenic
Trpc7	DistalIntergenic
Trpm3	DistalIntergenic
Trps1	DistalIntergenic
Trub1	DistalIntergenic
Tsc22d1	DistalIntergenic
Tsen15	DistalIntergenic
Tshz1	DistalIntergenic
Tsn	DistalIntergenic
Tspan8	DistalIntergenic
Tspyl1	DistalIntergenic
Ttc27	DistalIntergenic
Ttc3	DistalIntergenic
Ttc30a2	DistalIntergenic
Ttc30b	DistalIntergenic
Ttc32	DistalIntergenic
Ttc8	DistalIntergenic
Ttc9	DistalIntergenic
Ttll1	DistalIntergenic
Ttll11	DistalIntergenic
Ttn	DistalIntergenic
Tubb2a-ps2	DistalIntergenic
Tubg2	DistalIntergenic
Tulp4	DistalIntergenic
Tunar	DistalIntergenic
Tut7	DistalIntergenic
Twf1	DistalIntergenic
Twist2	DistalIntergenic
Twistnb	DistalIntergenic
Txn2	DistalIntergenic
Txnrd1	DistalIntergenic
Tyms-ps	DistalIntergenic
Tyw5	DistalIntergenic
Uap1	DistalIntergenic
Ubac1	DistalIntergenic
Ube2d1	DistalIntergenic
Ube2e1	DistalIntergenic
Ube2e2	DistalIntergenic
Ube2e3	DistalIntergenic
Ube2ql1	DistalIntergenic
Ube2v2	DistalIntergenic
Ubr2	DistalIntergenic
Ubr5	DistalIntergenic
Ubtd2	DistalIntergenic
Uck2	DistalIntergenic
Ucma	DistalIntergenic
Ufc1	DistalIntergenic
Ugp2	DistalIntergenic
Uhrf1bp1l	DistalIntergenic
Unc5a	DistalIntergenic
Unc5b	DistalIntergenic
Unc5cl	DistalIntergenic
Unc93a2	DistalIntergenic
Uqcrfs1	DistalIntergenic
Ush2a	DistalIntergenic
Usp22	DistalIntergenic
Usp43	DistalIntergenic
Usp6nl	DistalIntergenic
Ust	DistalIntergenic
Utp15	DistalIntergenic
Utp18	DistalIntergenic
Utrn	DistalIntergenic
Vangl2	DistalIntergenic
Vax1	DistalIntergenic
Vcan	DistalIntergenic
Vcl	DistalIntergenic
Vcpkmt	DistalIntergenic
Vdac1	DistalIntergenic
Vegfa	DistalIntergenic
Vgll2	DistalIntergenic
Vgll3	DistalIntergenic
Vldlr	DistalIntergenic
Vmn1r200	DistalIntergenic
Vmn2r87	DistalIntergenic
Vmn2r97	DistalIntergenic
Vps54	DistalIntergenic
Vrk1	DistalIntergenic
Vrk2	DistalIntergenic
Vstm2a	DistalIntergenic
Vwa8	DistalIntergenic
Vwc2	DistalIntergenic
Vwc2l	DistalIntergenic
Wac	DistalIntergenic
Wap	DistalIntergenic
Washc1	DistalIntergenic
Wdr20rt	DistalIntergenic
Wdr37	DistalIntergenic
Wdr41	DistalIntergenic
Wdr43	DistalIntergenic
Wdr5	DistalIntergenic
Wdr75	DistalIntergenic
Wnk2	DistalIntergenic
Wnt5a	DistalIntergenic
Wnt7b	DistalIntergenic
Wnt8b	DistalIntergenic
Wnt9a	DistalIntergenic
Wrnip1	DistalIntergenic
Wscd1	DistalIntergenic
Wwc1	DistalIntergenic
Xaf1	DistalIntergenic
Xkr4	DistalIntergenic
Xkr6	DistalIntergenic
Xpnpep1	DistalIntergenic
Xpr1	DistalIntergenic
Yipf4	DistalIntergenic
Ypel5	DistalIntergenic
Ythdc2	DistalIntergenic
Ywhaq	DistalIntergenic
Ywhaz	DistalIntergenic
Zap70	DistalIntergenic
Zbed3	DistalIntergenic
Zbtb18	DistalIntergenic
Zbtb34	DistalIntergenic
Zbtb42	DistalIntergenic
Zbtb43	DistalIntergenic
Zc3h15	DistalIntergenic
Zdbf2	DistalIntergenic
Zdhhc17	DistalIntergenic
Zdhhc22	DistalIntergenic
Zdhhc25	DistalIntergenic
Zeb2	DistalIntergenic
Zfand3	DistalIntergenic
Zfand5	DistalIntergenic
Zfat	DistalIntergenic
Zfp219	DistalIntergenic
Zfp236	DistalIntergenic
Zfp24	DistalIntergenic
Zfp281	DistalIntergenic
Zfp287	DistalIntergenic
Zfp322a	DistalIntergenic
Zfp365	DistalIntergenic
Zfp366	DistalIntergenic
Zfp369	DistalIntergenic
Zfp395	DistalIntergenic
